SampleID,SampleDate,Julian,Location,Seasonality,Precipitation,Temp,log_Temp,DO,log_DO,Cond,log_Cond,pH,log_pH,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFDoS,4:2 FTS,6:2 FTS,8:2 FTS,N-MeFOSAA,N-EtFOSAA,FOSA,N-MeFOSA,N-EtFOSA,N-MeFOSE,N-EtFOSE,HFPO-DA,ADONA,9Cl-PF3ONS,11Cl-PF3OUdS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFEESA,PFMBA,PFMPA,NFDHA,PFHxDA,PFODA,10:2 FTS,MeFOSAA,EtFOSAA,PFOSA,MeFOSA,EtFOSA,MeFOSE,EtFOSE,PFPrS,PFecHS,SumPFAS,log_PFBA,log_PFPeA,log_PFHxA,log_PFHpA,log_PFOA,log_PFNA,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFBS,log_PFPeS,log_PFHxS,log_PFHpS,log_PFOS,log_PFNS,log_PFDS,log_PFDoS,log_4:2 FTS,log_6:2 FTS,log_8:2 FTS,log_N-MeFOSAA,log_N-EtFOSAA,log_FOSA,log_N-MeFOSA,log_N-EtFOSA,log_N-MeFOSE,log_N-EtFOSE,log_HFPO-DA,log_ADONA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_PFEESA,log_PFMBA,log_PFMPA,log_NFDHA,log_PFHxDA,log_PFODA,log_10:2 FTS,log_MeFOSAA,log_EtFOSAA,log_PFOSA,log_MeFOSA,log_EtFOSA,log_MeFOSE,log_EtFOSE,log_PFPrS,log_PFecHS
JBA112-SW-SPILL-07012021,7/1/2021 0:00,21182,Spill,Summer,0.01,20,1.301029996,6.93,0.840733235,0.2452,-0.610479534,7.6,0.880813592,110,370,870,170,940,30,1.5,0.55,0.55,0.55,0.55,200,190,1500,55,1500,0.55,0.65,0.55,18,650,25,0.65,0.95,11,1,0.95,5,9.5,0.55,0.85,1.45,1.35,2.95,6.5,5.5,1.6,1.3,1.3,0.85,,,,,,,,,,,,,6686.7,2.041392685,2.568201724,2.939519253,2.230448921,2.973127854,1.477121255,0.176091259,-0.259637311,-0.259637311,-0.259637311,-0.259637311,2.301029996,2.278753601,3.176091259,1.740362689,3.176091259,-0.259637311,-0.187086643,-0.259637311,1.255272505,2.812913357,1.397940009,-0.187086643,-0.022276395,1.041392685,0,-0.022276395,0.698970004,0.977723605,-0.259637311,-0.070581074,0.161368002,0.130333768,0.469822016,0.812913357,0.740362689,0.204119983,0.113943352,0.113943352,-0.070581074,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA113-SW-RIPP-07012021,7/1/2021 0:00,21182,Ripp,Summer,0.01,20.3,1.307496038,6.9,0.838849091,0.2458,-0.609418121,7.51,0.875639937,110,390,950,170,980,33,1.8,0.5,0.5,0.5,0.5,180,250,1600,59,1600,0.5,0.6,0.5,17,660,25,0.6,0.9,6.3,0.95,0.9,5,9,0.5,0.8,1.45,1.35,2.85,6,5,1.55,1.3,1.3,0.8,,,,,,,,,,,,,7075.95,2.041392685,2.591064607,2.977723605,2.230448921,2.991226076,1.51851394,0.255272505,-0.301029996,-0.301029996,-0.301029996,-0.301029996,2.255272505,2.397940009,3.204119983,1.770852012,3.204119983,-0.301029996,-0.22184875,-0.301029996,1.230448921,2.819543936,1.397940009,-0.22184875,-0.045757491,0.799340549,-0.022276395,-0.045757491,0.698970004,0.954242509,-0.301029996,-0.096910013,0.161368002,0.130333768,0.45484486,0.77815125,0.698970004,0.190331698,0.113943352,0.113943352,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA114-SW-DOWN-07012021,7/1/2021 0:00,21182,Down,Summer,0.01,19.9,1.298853076,6.87,0.836956737,0.2459,-0.609241471,7.62,0.881954971,110,310,710,170,860,29,1.8,0.55,0.55,0.55,0.55,150,220,1700,45,1800,0.55,0.65,0.55,19,680,28,0.65,0.95,9,1,0.95,5,9.5,0.55,0.85,1.5,1.35,2.95,6.5,5.5,1.6,1.3,1.3,0.85,,,,,,,,,,,,,6888.05,2.041392685,2.491361694,2.851258349,2.230448921,2.934498451,1.462397998,0.255272505,-0.259637311,-0.259637311,-0.259637311,-0.259637311,2.176091259,2.342422681,3.230448921,1.653212514,3.255272505,-0.259637311,-0.187086643,-0.259637311,1.278753601,2.832508913,1.447158031,-0.187086643,-0.022276395,0.954242509,0,-0.022276395,0.698970004,0.977723605,-0.259637311,-0.070581074,0.176091259,0.130333768,0.469822016,0.812913357,0.740362689,0.204119983,0.113943352,0.113943352,-0.070581074,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA115-SW-EXIT-07012021,7/1/2021 0:00,21182,Exit,Summer,0.01,20,1.301029996,6.81,0.833147112,0.2455,-0.609948504,7.58,0.879669206,110,380,630,170,880,32,1.9,0.55,0.55,0.55,0.55,200,220,1700,50,1500,0.55,0.65,0.55,18,460,18,0.65,0.95,8.4,1,0.95,5.5,9.5,0.55,0.85,1.5,1.4,3,6.5,5.5,1.6,1.35,1.35,0.85,,,,,,,,,,,,,6425.25,2.041392685,2.579783597,2.799340549,2.230448921,2.944482672,1.505149978,0.278753601,-0.259637311,-0.259637311,-0.259637311,-0.259637311,2.301029996,2.342422681,3.230448921,1.698970004,3.176091259,-0.259637311,-0.187086643,-0.259637311,1.255272505,2.662757832,1.255272505,-0.187086643,-0.022276395,0.924279286,0,-0.022276395,0.740362689,0.977723605,-0.259637311,-0.070581074,0.176091259,0.146128036,0.477121255,0.812913357,0.740362689,0.204119983,0.130333768,0.130333768,-0.070581074,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA118-SW-SPILL-07072021,7/7/2021 0:00,21188,Spill,Summer,0,20.6,1.31386722,6.61,0.820201459,0.2732,-0.563519305,7.58,0.879669206,44.7,125,243,62.8,263,9.63,,2.11,,,,78,67.8,814,21.5,881,,,,,164,,2,2,8.21,2.5,,,,2.11,,2.11,2.11,2.635,,,2.11,2.11,2.11,2.635,,,,2.11,2.11,,2.635,2.635,2.635,2.11,46.4,,2869.815,1.650307523,2.096910013,2.385606274,1.797959644,2.419955748,0.983626287,#NUM!,0.324282455,#NUM!,#NUM!,#NUM!,1.892094603,1.831229694,2.910624405,1.33243846,2.944975908,#NUM!,#NUM!,#NUM!,#NUM!,2.214843848,#NUM!,0.301029996,0.301029996,0.914343157,0.397940009,#NUM!,#NUM!,#NUM!,0.324282455,#NUM!,0.324282455,0.324282455,0.42078062,#NUM!,#NUM!,0.324282455,0.324282455,0.324282455,0.42078062,#NUM!,#NUM!,#NUM!,0.324282455,0.324282455,#NUM!,0.42078062,0.42078062,0.42078062,0.324282455,1.666517981,#NUM!
JBA119-SW-RIPP-07072021,7/7/2021 0:00,21188,Ripp,Summer,0,20.8,1.318063335,6.48,0.811575006,0.2715,-0.566230166,7.62,0.881954971,44.8,123,220,53.8,250,9.38,,2.235,,,,74.5,69.8,764,20.7,818,,,,,156,5.15,2,2,8.98,2.5,,,,2.235,,2.235,2.235,2.795,,,2.235,2.235,2.235,2.795,,,,2.235,2.235,,2.795,2.795,2.795,2.235,45.9,,2706.835,1.651278014,2.089905111,2.342422681,1.730782276,2.397940009,0.972202838,#NUM!,0.349277527,#NUM!,#NUM!,#NUM!,1.872156273,1.843855423,2.883093359,1.315970345,2.912753304,#NUM!,#NUM!,#NUM!,#NUM!,2.193124598,0.711807229,0.301029996,0.301029996,0.953276337,0.397940009,#NUM!,#NUM!,#NUM!,0.349277527,#NUM!,0.349277527,0.349277527,0.446381812,#NUM!,#NUM!,0.349277527,0.349277527,0.349277527,0.446381812,#NUM!,#NUM!,#NUM!,0.349277527,0.349277527,#NUM!,0.446381812,0.446381812,0.446381812,0.349277527,1.661812686,#NUM!
JBA120-SW-DOWN-07072021,7/7/2021 0:00,21188,Down,Summer,0,20.5,1.311753861,6.57,0.81756537,0.2715,-0.566230166,7.68,0.88536122,43.1,124,228,59.6,262,10,,2.26,,,,67.8,65.3,730,22.9,892,,,,,140,5.38,2,2,6.33,2.5,,,,2.26,,2.26,2.26,2.825,,,2.26,2.26,2.26,2.825,,,,2.26,2.26,,2.825,2.825,2.825,2.26,39.8,,2739.435,1.63447727,2.093421685,2.357934847,1.77524626,2.418301291,1,#NUM!,0.354108439,#NUM!,#NUM!,#NUM!,1.831229694,1.814913181,2.86332286,1.359835482,2.950364854,#NUM!,#NUM!,#NUM!,#NUM!,2.146128036,0.730782276,0.301029996,0.301029996,0.80140371,0.397940009,#NUM!,#NUM!,#NUM!,0.354108439,#NUM!,0.354108439,0.354108439,0.451018452,#NUM!,#NUM!,0.354108439,0.354108439,0.354108439,0.451018452,#NUM!,#NUM!,#NUM!,0.354108439,0.354108439,#NUM!,0.451018452,0.451018452,0.451018452,0.354108439,1.599883072,#NUM!
JBA121-SW-EXIT-07072021,7/7/2021 0:00,21188,Exit,Summer,0,20.7,1.315970345,6.43,0.808210973,0.2715,-0.566230166,7.65,0.883661435,41.7,122,225,57,252,10.2,,2.13,,,,71.9,65.6,730,22.3,858,,,,,139,5.3,2,2,8.25,2.5,,,,2.13,,2.13,2.13,2.66,,,2.13,2.13,2.13,2.66,,,,2.13,2.13,,2.66,2.66,2.66,2.13,38.7,,2688.05,1.620136055,2.086359831,2.352182518,1.755874856,2.401400541,1.008600172,#NUM!,0.328379603,#NUM!,#NUM!,#NUM!,1.85672889,1.816903839,2.86332286,1.348304863,2.933487288,#NUM!,#NUM!,#NUM!,#NUM!,2.1430148,0.72427587,0.301029996,0.301029996,0.916453949,0.397940009,#NUM!,#NUM!,#NUM!,0.328379603,#NUM!,0.328379603,0.328379603,0.424881637,#NUM!,#NUM!,0.328379603,0.328379603,0.328379603,0.424881637,#NUM!,#NUM!,#NUM!,0.328379603,0.328379603,#NUM!,0.424881637,0.424881637,0.424881637,0.328379603,1.587710965,#NUM!
JBA123-SW-SPILL-07092021,7/9/2021 0:00,21190,Spill,Summer,0.5,23.3,1.367355921,6.15,0.788875116,0.2173,-0.662940274,7.61,0.881384657,69,200,450,84,440,20,2.2,0.75,0.5,0.5,0.5,89,93,810,30,870,0.5,0.6,0.5,10,390,25,0.6,0.95,8.1,1,0.95,5,9.5,0.5,0.8,1.45,1.35,2.9,6,5,1.55,1.3,1.3,0.8,,,,,,,,,,,,,3635.1,1.838849091,2.301029996,2.653212514,1.924279286,2.643452676,1.301029996,0.342422681,-0.124938737,-0.301029996,-0.301029996,-0.301029996,1.949390007,1.968482949,2.908485019,1.477121255,2.939519253,-0.301029996,-0.22184875,-0.301029996,1,2.591064607,1.397940009,-0.22184875,-0.022276395,0.908485019,0,-0.022276395,0.698970004,0.977723605,-0.301029996,-0.096910013,0.161368002,0.130333768,0.462397998,0.77815125,0.698970004,0.190331698,0.113943352,0.113943352,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA124-SW-RIPP-07092021,7/9/2021 0:00,21190,Ripp,Summer,0.5,23.2,1.365487985,6.05,0.781755375,0.2098,-0.678194516,7.63,0.882524538,62,190,330,83,430,21,2.6,0.79,0.5,0.5,0.5,92,93,860,30,1100,0.5,0.6,0.5,9,340,30,0.6,0.9,8.7,0.95,0.9,4.95,9,0.5,0.8,1.4,1.3,2.8,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,3725.09,1.792391689,2.278753601,2.51851394,1.919078092,2.633468456,1.322219295,0.414973348,-0.102372909,-0.301029996,-0.301029996,-0.301029996,1.963787827,1.968482949,2.934498451,1.477121255,3.041392685,-0.301029996,-0.22184875,-0.301029996,0.954242509,2.531478917,1.477121255,-0.22184875,-0.045757491,0.939519253,-0.022276395,-0.045757491,0.694605199,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.447158031,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA125-SW-DOWN-07092021,7/9/2021 0:00,21190,Down,Summer,0.5,22.7,1.356025857,6.49,0.812244697,0.196,-0.707743929,7.64,0.883093359,58,170,340,82,390,19,2.5,1.1,0.5,0.5,0.5,73,91,780,25,1000,0.5,0.6,0.5,7.8,320,39,0.6,0.9,12,0.95,0.9,5,9,0.5,0.8,1.45,1.35,2.85,6,5,1.55,1.3,1.3,0.8,,,,,,,,,,,,,3453.75,1.763427994,2.230448921,2.531478917,1.913813852,2.591064607,1.278753601,0.397940009,0.041392685,-0.301029996,-0.301029996,-0.301029996,1.86332286,1.959041392,2.892094603,1.397940009,3,-0.301029996,-0.22184875,-0.301029996,0.892094603,2.505149978,1.591064607,-0.22184875,-0.045757491,1.079181246,-0.022276395,-0.045757491,0.698970004,0.954242509,-0.301029996,-0.096910013,0.161368002,0.130333768,0.45484486,0.77815125,0.698970004,0.190331698,0.113943352,0.113943352,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA126-SW-EXIT-07092021,7/9/2021 0:00,21190,Exit,Summer,0.5,22.9,1.359835482,6.27,0.797267541,0.1957,-0.708409174,7.67,0.884795364,50,160,310,80,440,20,2.7,1.1,0.5,0.5,0.5,91,100,850,27,1100,0.58,0.6,0.5,7.3,310,37,0.6,0.9,8.7,0.95,0.9,4.95,9,0.5,0.8,1.4,1.3,2.85,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,3637.93,1.698970004,2.204119983,2.491361694,1.903089987,2.643452676,1.301029996,0.431363764,0.041392685,-0.301029996,-0.301029996,-0.301029996,1.959041392,2,2.929418926,1.431363764,3.041392685,-0.236572006,-0.22184875,-0.301029996,0.86332286,2.491361694,1.568201724,-0.22184875,-0.045757491,0.939519253,-0.022276395,-0.045757491,0.694605199,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.45484486,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA128-SW-SPILL-07122021,7/12/2021 0:00,21193,Spill,Summer,0,21.3,1.328379603,6.49,0.812244697,0.2503,-0.60153915,7.67,0.884795364,84.9,313,550,127,554,20.7,,2.16,,,,135,138,1540,36.4,1580,,,,13,586,35.5,2,2,11,2.5,,,,2.16,,2.16,2.16,2.7,,,2.16,2.16,2.16,2.7,,,,2.16,2.16,,2.7,2.7,2.7,2.16,67.3,,5833.4,1.92890769,2.495544338,2.740362689,2.103803721,2.743509765,1.315970345,#NUM!,0.334453751,#NUM!,#NUM!,#NUM!,2.130333768,2.139879086,3.187520721,1.561101384,3.198657087,#NUM!,#NUM!,#NUM!,1.113943352,2.767897616,1.550228353,0.301029996,0.301029996,1.041392685,0.397940009,#NUM!,#NUM!,#NUM!,0.334453751,#NUM!,0.334453751,0.334453751,0.431363764,#NUM!,#NUM!,0.334453751,0.334453751,0.334453751,0.431363764,#NUM!,#NUM!,#NUM!,0.334453751,0.334453751,#NUM!,0.431363764,0.431363764,0.431363764,0.334453751,1.828015064,#NUM!
JBA129-SW-RIPP-07122021,7/12/2021 0:00,21193,Ripp,Summer,0,21.4,1.330413773,6.4,0.806179974,0.2545,-0.594312213,7.62,0.881954971,110,386,682,165,729,24.1,,2.16,,,,159,166,2120,47.6,1910,,,,16.2,754,37.8,2,2,8.81,2.5,,,,2.16,,2.16,2.16,2.7,,,2.16,2.16,2.16,2.7,,,,2.16,2.16,,2.7,2.7,2.7,2.16,78.4,,7435.51,2.041392685,2.586587305,2.833784375,2.217483944,2.862727528,1.382017043,#NUM!,0.334453751,#NUM!,#NUM!,#NUM!,2.201397124,2.220108088,3.326335861,1.677606953,3.281033367,#NUM!,#NUM!,#NUM!,1.209515015,2.877371346,1.5774918,0.301029996,0.301029996,0.944975908,0.397940009,#NUM!,#NUM!,#NUM!,0.334453751,#NUM!,0.334453751,0.334453751,0.431363764,#NUM!,#NUM!,0.334453751,0.334453751,0.334453751,0.431363764,#NUM!,#NUM!,#NUM!,0.334453751,0.334453751,#NUM!,0.431363764,0.431363764,0.431363764,0.334453751,1.894316063,#NUM!
JBA130-SW-DOWN-07122021,7/12/2021 0:00,21193,Down,Summer,0,21,1.322219295,6.56,0.816903839,0.2575,-0.589222767,7.63,0.882524538,99.3,340,605,147,659,21.3,,2.14,,,,159,153,1990,48.6,1800,,,,14.5,638,29.9,2,2,13.3,2.5,,,,2.14,,2.14,2.14,2.675,,,2.14,2.14,2.14,2.675,,,,2.14,2.14,,2.675,2.675,2.675,2.14,76.7,,6835.875,1.996949248,2.531478917,2.781755375,2.167317335,2.818885415,1.328379603,#NUM!,0.330413773,#NUM!,#NUM!,#NUM!,2.201397124,2.184691431,3.298853076,1.686636269,3.255272505,#NUM!,#NUM!,#NUM!,1.161368002,2.804820679,1.475671188,0.301029996,0.301029996,1.123851641,0.397940009,#NUM!,#NUM!,#NUM!,0.330413773,#NUM!,0.330413773,0.330413773,0.427323786,#NUM!,#NUM!,0.330413773,0.330413773,0.330413773,0.427323786,#NUM!,#NUM!,#NUM!,0.330413773,0.330413773,#NUM!,0.427323786,0.427323786,0.427323786,0.330413773,1.884795364,#NUM!
JBA131-SW-EXIT-07122021,7/12/2021 0:00,21193,Exit,Summer,0,21.3,1.328379603,6.35,0.802773725,0.2576,-0.589054141,7.67,0.884795364,94.7,339,646,151,666,20.8,,2.12,,,,151,154,1870,45.9,1750,,,,13.3,674,25.2,2,2,6.8,2.5,,,,2.12,,2.12,2.12,2.655,,,2.12,2.12,2.12,2.655,,,,2.12,2.12,,2.655,2.655,2.655,2.12,75.2,,6723.875,1.976349979,2.530199698,2.810232518,2.178976947,2.823474229,1.318063335,#NUM!,0.326335861,#NUM!,#NUM!,#NUM!,2.178976947,2.187520721,3.271841607,1.661812686,3.243038049,#NUM!,#NUM!,#NUM!,1.123851641,2.828659897,1.401400541,0.301029996,0.301029996,0.832508913,0.397940009,#NUM!,#NUM!,#NUM!,0.326335861,#NUM!,0.326335861,0.326335861,0.424064525,#NUM!,#NUM!,0.326335861,0.326335861,0.326335861,0.424064525,#NUM!,#NUM!,#NUM!,0.326335861,0.326335861,#NUM!,0.424064525,0.424064525,0.424064525,0.326335861,1.876217841,#NUM!
JBA133-SW-SPILL-07142021,7/14/2021 0:00,21195,Spill,Summer,0,23,1.361727836,6.61,0.820201459,0.2567,-0.590574131,7.65,0.883661435,120,340,800,180,1000,38,1.8,0.56,0.55,0.55,0.55,190,250,1700,63,1700,0.55,0.65,0.55,18,640,35,0.65,0.95,8.7,1,0.95,5,9.5,0.72,0.85,1.45,1.35,2.95,6.5,5.5,1.6,1.3,1.3,0.85,,,,,,,,,,,,,7130.88,2.079181246,2.531478917,2.903089987,2.255272505,3,1.579783597,0.255272505,-0.251811973,-0.259637311,-0.259637311,-0.259637311,2.278753601,2.397940009,3.230448921,1.799340549,3.230448921,-0.259637311,-0.187086643,-0.259637311,1.255272505,2.806179974,1.544068044,-0.187086643,-0.022276395,0.939519253,0,-0.022276395,0.698970004,0.977723605,-0.142667504,-0.070581074,0.161368002,0.130333768,0.469822016,0.812913357,0.740362689,0.204119983,0.113943352,0.113943352,-0.070581074,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA134-SW-RIPP-07142021,7/14/2021 0:00,21195,Ripp,Summer,0,22.9,1.359835482,6.43,0.808210973,0.2582,-0.588043762,7.59,0.880241776,110,390,760,180,950,33,1.5,0.5,0.5,0.5,0.5,190,220,1900,53,1800,0.5,0.65,0.5,16,510,32,0.65,0.95,7.7,1,0.95,5,9.5,0.52,0.85,1.45,1.35,2.9,6.5,5,1.55,1.3,1.3,0.85,,,,,,,,,,,,,7198.47,2.041392685,2.591064607,2.880813592,2.255272505,2.977723605,1.51851394,0.176091259,-0.301029996,-0.301029996,-0.301029996,-0.301029996,2.278753601,2.342422681,3.278753601,1.72427587,3.255272505,-0.301029996,-0.187086643,-0.301029996,1.204119983,2.707570176,1.505149978,-0.187086643,-0.022276395,0.886490725,0,-0.022276395,0.698970004,0.977723605,-0.283996656,-0.070581074,0.161368002,0.130333768,0.462397998,0.812913357,0.698970004,0.190331698,0.113943352,0.113943352,-0.070581074,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA135-SW-DOWN-07142021,7/14/2021 0:00,21195,Down,Summer,0,22.3,1.348304863,6.9,0.838849091,0.2585,-0.587539453,7.61,0.881384657,120,400,780,190,1100,32,1.7,0.65,0.5,0.5,0.5,210,250,1900,55,1900,0.5,0.6,0.5,21,650,27,0.6,0.9,7.7,0.95,0.9,4.95,9,0.5,0.8,1.4,1.3,2.85,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,7688.1,2.079181246,2.602059991,2.892094603,2.278753601,3.041392685,1.505149978,0.230448921,-0.187086643,-0.301029996,-0.301029996,-0.301029996,2.322219295,2.397940009,3.278753601,1.740362689,3.278753601,-0.301029996,-0.22184875,-0.301029996,1.322219295,2.812913357,1.431363764,-0.22184875,-0.045757491,0.886490725,-0.022276395,-0.045757491,0.694605199,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.45484486,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA136-SW-EXIT-07142021,7/14/2021 0:00,21195,Exit,Summer,0,22.7,1.356025857,6.47,0.810904281,0.2584,-0.587707491,7.68,0.88536122,120,340,760,170,860,36,1.5,0.54,0.5,0.5,0.5,220,210,1800,63,1900,0.5,0.6,0.5,20,900,29,0.6,0.9,7.7,0.95,0.9,4.9,9,0.54,0.8,1.4,1.3,2.8,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,7480.73,2.079181246,2.531478917,2.880813592,2.230448921,2.934498451,1.556302501,0.176091259,-0.26760624,-0.301029996,-0.301029996,-0.301029996,2.342422681,2.322219295,3.255272505,1.799340549,3.278753601,-0.301029996,-0.22184875,-0.301029996,1.301029996,2.954242509,1.462397998,-0.22184875,-0.045757491,0.886490725,-0.022276395,-0.045757491,0.69019608,0.954242509,-0.26760624,-0.096910013,0.146128036,0.113943352,0.447158031,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA138-SW-SPILL-07162021,7/16/2021 0:00,21197,Spill,Summer,0,20,1.301029996,6.46,0.810232518,0.2589,-0.58686795,7.63,0.882524538,105,348,616,144,700,19,,2.11,,,,175,180,1960,46.2,1590,,,,13.3,633,18,2,2,8.78,2.5,,,,2.11,,2.11,2.11,2.635,,,2.11,2.11,2.11,2.635,,,,2.11,2.11,,2.635,2.635,2.635,2.11,97.7,,6694.755,2.021189299,2.541579244,2.789580712,2.158362492,2.84509804,1.278753601,#NUM!,0.324282455,#NUM!,#NUM!,#NUM!,2.243038049,2.255272505,3.292256071,1.664641976,3.201397124,#NUM!,#NUM!,#NUM!,1.123851641,2.80140371,1.255272505,0.301029996,0.301029996,0.943494516,0.397940009,#NUM!,#NUM!,#NUM!,0.324282455,#NUM!,0.324282455,0.324282455,0.42078062,#NUM!,#NUM!,0.324282455,0.324282455,0.324282455,0.42078062,#NUM!,#NUM!,#NUM!,0.324282455,0.324282455,#NUM!,0.42078062,0.42078062,0.42078062,0.324282455,1.989894564,#NUM!
JBA139-SW-RIPP-07162021,7/16/2021 0:00,21197,Ripp,Summer,0,20.2,1.305351369,6.2,0.792391689,0.2598,-0.585360853,7.62,0.881954971,96.4,327,626,158,696,20.7,,2.155,,,,156,161,1870,47.7,1700,,,,13.1,631,20.2,2,2,20.9,2.5,,,,2.155,,2.155,2.155,2.69,,,2.155,2.155,2.155,2.69,,,,2.155,2.155,,2.69,2.69,2.69,2.155,78.4,,6663.9,1.984077034,2.514547753,2.796574333,2.198657087,2.84260924,1.315970345,#NUM!,0.333447274,#NUM!,#NUM!,#NUM!,2.193124598,2.206825876,3.271841607,1.678518379,3.230448921,#NUM!,#NUM!,#NUM!,1.117271296,2.800029359,1.305351369,0.301029996,0.301029996,1.320146286,0.397940009,#NUM!,#NUM!,#NUM!,0.333447274,#NUM!,0.333447274,0.333447274,0.42975228,#NUM!,#NUM!,0.333447274,0.333447274,0.333447274,0.42975228,#NUM!,#NUM!,#NUM!,0.333447274,0.333447274,#NUM!,0.42975228,0.42975228,0.42975228,0.333447274,1.894316063,#NUM!
JBA140-SW-DOWN-07162021,7/16/2021 0:00,21197,Down,Summer,0,20.3,1.307496038,6.2,0.792391689,0.232,-0.634512015,7.75,0.889301703,100,322,599,145,661,18.2,,2.2,,,,159,167,2100,44.4,1690,,,,13.2,627,19.6,2,2,12,2.5,,,,2.2,,2.2,2.2,2.75,,,2.2,2.2,2.2,2.75,,,,2.2,2.2,,2.75,2.75,2.75,2.2,78.5,,6798.15,2,2.507855872,2.777426822,2.161368002,2.820201459,1.260071388,#NUM!,0.342422681,#NUM!,#NUM!,#NUM!,2.201397124,2.222716471,3.322219295,1.64738297,3.227886705,#NUM!,#NUM!,#NUM!,1.120573931,2.797267541,1.292256071,0.301029996,0.301029996,1.079181246,0.397940009,#NUM!,#NUM!,#NUM!,0.342422681,#NUM!,0.342422681,0.342422681,0.439332694,#NUM!,#NUM!,0.342422681,0.342422681,0.342422681,0.439332694,#NUM!,#NUM!,#NUM!,0.342422681,0.342422681,#NUM!,0.439332694,0.439332694,0.439332694,0.342422681,1.894869657,#NUM!
JBA141-SW-EXIT-07162021,7/16/2021 0:00,21197,Exit,Summer,0,20.2,1.305351369,6.36,0.803457116,0.259,-0.586700236,7.65,0.883661435,93.9,320,584,142,711,22,,2.145,,,,147,154,1920,50.8,1580,,,,13,587,20.5,2,2,8.9,2.5,,,,2.145,,2.145,2.145,2.68,,,2.145,2.145,2.145,2.68,,,,2.145,2.145,,2.68,2.68,2.68,2.145,74.1,,6469.55,1.972665592,2.505149978,2.766412847,2.152288344,2.851869601,1.342422681,#NUM!,0.331427297,#NUM!,#NUM!,#NUM!,2.167317335,2.187520721,3.283301229,1.705863712,3.198657087,#NUM!,#NUM!,#NUM!,1.113943352,2.768638101,1.311753861,0.301029996,0.301029996,0.949390007,0.397940009,#NUM!,#NUM!,#NUM!,0.331427297,#NUM!,0.331427297,0.331427297,0.428134794,#NUM!,#NUM!,0.331427297,0.331427297,0.331427297,0.428134794,#NUM!,#NUM!,#NUM!,0.331427297,0.331427297,#NUM!,0.428134794,0.428134794,0.428134794,0.331427297,1.869818208,#NUM!
