SampleID,Location,SampleDate,WaterTemp,pH,Cond,DO,Precipitation,PFBA,PFPeA,PFBS,PFHxA,PFPeS,PFHpA,PFHxS,PFOA,6:2 FTS,PFHpS,PFNA,PFOS,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFNS,PFDS,PFDoS,8:2 FTS,FOSA,N-MeFOSA,N-EtFOSA,N-MeFOSAA,N-EtFOSAA,N-MeFOSE,N-EtFOSE,HFPO-DA,ADONA,PFMPA,PFMBA,NFDHA,9Cl-PF3ONS,11Cl-PF3OUdS,PFEESA,3:3 FTCA,5:3 FTCA,7:3 FTCA,4:2 FTS,SumPFAS,log_PFBA,log_PFPeA,log_PFBS,log_PFHxA,log_PFPeS,log_PFHpA,log_PFHxS,log_PFOA,log_6:2 FTS,log_PFHpS,log_PFNA,log_PFOS,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFNS,log_PFDS,log_PFDoS,log_8:2 FTS,log_FOSA,log_N-MeFOSA,log_N-EtFOSA,log_N-MeFOSAA,log_N-EtFOSAA,log_N-MeFOSE,log_N-EtFOSE,log_HFPO-DA,log_ADONA,log_PFMPA,log_PFMBA,log_NFDHA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_PFEESA,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_4:2 FTS
WG095-SW-EAST-031121,South,3/11/2021 0:00,,7.72,0.1615,14.11,0,14,39,16,46,20,25,210,66,47,9.8,11,730,0.85,0.5,0.5,0.5,0.5,0.5,0.5,0.6,17,0.5,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,1274.95,1.146128036,1.591064607,1.204119983,1.662757832,1.301029996,1.397940009,2.322219295,1.819543936,1.672097858,0.991226076,1.041392685,2.86332286,-0.070581074,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,1.230448921,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
WG096-SW-HEAD-031121,Head,3/11/2021 0:00,,7.52,0.1705,11.56,0,17,47,19,53,24,34,270,67,64,12,14,910,0.75,0.49,0.49,0.49,0.49,3.3,0.49,0.6,27,0.49,0.49,0.49,0.49,0.49,2.45,2.45,1.15,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1,2.75,2.45,1,1584.23,1.230448921,1.672097858,1.278753601,1.72427587,1.380211242,1.531478917,2.431363764,1.826074803,1.806179974,1.079181246,1.146128036,2.959041392,-0.124938737,-0.30980392,-0.30980392,-0.30980392,-0.30980392,0.51851394,-0.30980392,-0.22184875,1.431363764,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,0.389166084,0.389166084,0.06069784,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,0,0.439332694,0.389166084,0
WG099-SW-WEST-031621,North,3/16/2021 0:00,,8.89,0.1622,15.37,,13,35,14,42,18,28,230,65,45,8.9,12,740,0.89,0.5,0.5,0.5,0.5,3,0.5,0.65,13,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.95,2.6,1.05,1291.04,1.113943352,1.544068044,1.146128036,1.62324929,1.255272505,1.447158031,2.361727836,1.812913357,1.653212514,0.949390007,1.079181246,2.86923172,-0.050609993,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.477121255,-0.301029996,-0.187086643,1.113943352,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.469822016,0.414973348,0.021189299
WG100-SW-SPILL-031621,Spill,3/16/2021 0:00,,8.94,0.1625,14.7,,15,41,17,46,20,27,240,64,44,9.2,13,860,1,0.5,0.5,0.5,0.5,4.4,0.5,0.6,14,0.5,0.5,0.5,0.5,0.5,2.5,2.5,1.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.8,2.5,1,1438.4,1.176091259,1.612783857,1.230448921,1.662757832,1.301029996,1.431363764,2.380211242,1.806179974,1.643452676,0.963787827,1.113943352,2.934498451,0,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.643452676,-0.301029996,-0.22184875,1.146128036,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.397940009,0.397940009,0.146128036,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.447158031,0.397940009,0
WG101-SW-EAST-031621,South,3/16/2021 0:00,,8.98,0.1572,14.76,,13,34,14,44,19,27,230,62,43,9.5,12,690,0.74,0.495,0.495,0.495,0.495,3,0.495,0.6,11,0.495,0.495,0.495,0.495,0.495,2.5,2.5,1.2,0.495,0.495,0.495,0.495,0.495,0.495,0.495,1,2.8,2.5,1,1234.755,1.113943352,1.531478917,1.146128036,1.643452676,1.278753601,1.431363764,2.361727836,1.792391689,1.633468456,0.977723605,1.079181246,2.838849091,-0.13076828,-0.305394801,-0.305394801,-0.305394801,-0.305394801,0.477121255,-0.305394801,-0.22184875,1.041392685,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,0.397940009,0.397940009,0.079181246,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,0,0.447158031,0.397940009,0
WG102-SW-HEAD-031621,Head,3/16/2021 0:00,,8.1,0.1705,8.4,,18,50,19,53,24,34,280,70,69,12,15,950,0.91,0.55,0.55,0.55,0.55,4.1,0.55,0.65,29,1.1,0.55,0.55,0.55,0.55,2.65,2.65,1.25,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,2.95,2.65,1.05,1652.81,1.255272505,1.698970004,1.278753601,1.72427587,1.380211242,1.531478917,2.447158031,1.84509804,1.838849091,1.079181246,1.176091259,2.977723605,-0.040958608,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.612783857,-0.259637311,-0.187086643,1.462397998,0.041392685,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.096910013,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.469822016,0.423245874,0.021189299
WG105-SW-WEST-031821,North,3/18/2021 0:00,,8.91,0.1635,14.79,,16,44,18,54,22,32,250,65,51,11,13,790,0.87,0.5,0.5,0.5,0.5,0.5,0.5,0.6,15,0.5,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,1405.17,1.204119983,1.643452676,1.255272505,1.73239376,1.342422681,1.505149978,2.397940009,1.812913357,1.707570176,1.041392685,1.113943352,2.897627091,-0.060480747,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,1.176091259,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
WG106-SW-SPILL-031821,Spill,3/18/2021 0:00,,9.07,0.1622,14.7,,15,41,18,51,21,30,230,66,49,11,13,870,1.1,0.5,0.5,0.5,0.5,0.6,0.5,0.6,15,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.6,1.05,1454.85,1.176091259,1.612783857,1.255272505,1.707570176,1.322219295,1.477121255,2.361727836,1.819543936,1.69019608,1.041392685,1.113943352,2.939519253,0.041392685,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,-0.301029996,-0.22184875,1.176091259,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.414973348,0.021189299
WG107-SW-EAST-031821,South,3/18/2021 0:00,,9.09,0.1622,14.44,,15,43,17,51,22,31,230,62,48,9.9,12,680,0.81,0.55,0.55,0.55,0.55,0.55,0.55,0.65,12,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.25,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,2.95,2.65,1.05,1258.51,1.176091259,1.633468456,1.230448921,1.707570176,1.342422681,1.491361694,2.361727836,1.792391689,1.681241237,0.995635195,1.079181246,2.832508913,-0.091514981,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,1.079181246,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.096910013,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.469822016,0.423245874,0.021189299
WG108-SW-HEAD-031821,Head,3/18/2021 0:00,,8.26,0.169,12.78,,17,45,17,53,25,37,280,71,68,12,15,890,0.69,0.5,0.5,0.5,0.5,0.5,0.5,0.6,27,0.5,0.5,0.5,0.5,0.5,2.5,2.5,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.8,2.5,1.1,1580.89,1.230448921,1.653212514,1.230448921,1.72427587,1.397940009,1.568201724,2.447158031,1.851258349,1.832508913,1.079181246,1.176091259,2.949390007,-0.161150909,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,1.431363764,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.397940009,0.397940009,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.447158031,0.397940009,0.041392685
WG111-SW-WEST-032321,North,3/23/2021 0:00,,9.09,0.1477,14.34,,13,34,13,42,17,25,180,57,39,8.4,10,620,0.93,0.55,0.55,0.55,0.55,0.55,0.55,0.65,14,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.8,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,2.95,2.65,1.05,1098.68,1.113943352,1.531478917,1.113943352,1.62324929,1.230448921,1.397940009,2.255272505,1.755874856,1.591064607,0.924279286,1,2.792391689,-0.031517051,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,1.146128036,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.255272505,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.469822016,0.423245874,0.021189299
WG112-SW-SPILL-032321,Spill,3/23/2021 0:00,,9.21,0.1486,14.49,,13,35,13,42,17,25,180,56,35,8.1,9.8,600,0.96,0.5,0.5,0.5,0.5,0.5,0.5,0.6,12,0.5,0.5,0.5,0.5,0.5,2.6,2.6,3.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.6,1.05,1072.36,1.113943352,1.544068044,1.113943352,1.62324929,1.230448921,1.397940009,2.255272505,1.748188027,1.544068044,0.908485019,0.991226076,2.77815125,-0.017728767,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,1.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.491361694,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.414973348,0.021189299
WG113-SW-EAST-032321,South,3/23/2021 0:00,,9.25,0.1493,15.02,,13,34,14,42,17,23,180,54,35,8.8,10,630,0.91,0.5,0.5,0.5,0.5,0.5,0.5,0.6,11,0.63,0.5,0.5,0.5,0.5,2.5,2.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.8,2.5,1,1096.74,1.113943352,1.531478917,1.146128036,1.62324929,1.230448921,1.361727836,2.255272505,1.73239376,1.544068044,0.944482672,1,2.799340549,-0.040958608,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,1.041392685,-0.200659451,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.397940009,0.397940009,0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.447158031,0.397940009,0
WG114-SW-HEAD-032321,Head,3/23/2021 0:00,,7.8,0.1687,10.88,,15,42,16,49,22,30,250,66,56,11,14,930,1,0.495,0.495,0.495,0.495,0.495,0.495,0.6,30,0.92,0.495,0.495,0.495,0.495,2.5,2.5,2.4,0.495,0.495,0.495,0.495,0.495,0.495,0.495,1,2.8,2.5,1,1556.635,1.176091259,1.62324929,1.204119983,1.69019608,1.342422681,1.477121255,2.397940009,1.819543936,1.748188027,1.041392685,1.146128036,2.968482949,0,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.22184875,1.477121255,-0.036212173,-0.305394801,-0.305394801,-0.305394801,-0.305394801,0.397940009,0.397940009,0.380211242,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,0,0.447158031,0.397940009,0
WG118-SW-WEST-06152021,North,6/15/2021 0:00,,6.8,0.1193,1.25,0.480314961,10,25,7.6,29,10,18,99,41,17,4.3,5.8,370,0.93,0.71,0.49,0.49,0.49,0.49,0.49,0.6,5.7,0.59,0.49,0.49,0.49,0.49,2.45,2.45,2.2,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1,2.75,2.45,1,667.37,1,1.397940009,0.880813592,1.462397998,1,1.255272505,1.995635195,1.612783857,1.230448921,0.633468456,0.763427994,2.568201724,-0.031517051,-0.148741651,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.22184875,0.755874856,-0.229147988,-0.30980392,-0.30980392,-0.30980392,-0.30980392,0.389166084,0.389166084,0.342422681,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,0,0.439332694,0.389166084,0
WG119-SW-SPILL-06152021,Spill,6/15/2021 0:00,,6.67,0.1079,2.25,0.480314961,9.6,21,5.8,24,8,14,82,36,11,3.2,5,290,1.2,0.76,0.5,0.5,0.5,0.5,0.5,0.6,4.3,0.57,0.5,0.5,0.5,0.5,2.5,2.5,3.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.8,2.5,1,540.43,0.982271233,1.322219295,0.763427994,1.380211242,0.903089987,1.146128036,1.913813852,1.556302501,1.041392685,0.505149978,0.698970004,2.462397998,0.079181246,-0.119186408,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.633468456,-0.244125144,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.397940009,0.397940009,0.491361694,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.447158031,0.397940009,0
WG120-SW-EAST-06152021,South,6/15/2021 0:00,,6.79,0.116,1.32,0.480314961,9.2,20,7.2,27,8.5,16,85,37,15,4.1,5.1,320,1.1,0.71,0.475,0.475,0.475,0.475,0.475,0.55,5.7,0.62,0.475,0.475,0.475,0.475,2.35,2.35,1.15,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.95,2.65,2.35,0.95,583.13,0.963787827,1.301029996,0.857332496,1.431363764,0.929418926,1.204119983,1.929418926,1.568201724,1.176091259,0.612783857,0.707570176,2.505149978,0.041392685,-0.148741651,-0.32330639,-0.32330639,-0.32330639,-0.32330639,-0.32330639,-0.259637311,0.755874856,-0.207608311,-0.32330639,-0.32330639,-0.32330639,-0.32330639,0.371067862,0.371067862,0.06069784,-0.32330639,-0.32330639,-0.32330639,-0.32330639,-0.32330639,-0.32330639,-0.32330639,-0.022276395,0.423245874,0.371067862,-0.022276395
WG121-SW-HEAD-06152021,Head,6/15/2021 0:00,,7.81,0.1888,6.62,0.480314961,12,33,12,38,16,21,160,52,31,7.5,6.6,520,0.99,0.49,0.49,0.49,0.49,0.49,0.49,0.6,16,1.1,0.49,0.49,0.49,0.49,2.45,2.45,1.2,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1,2.75,2.45,1,949.42,1.079181246,1.51851394,1.079181246,1.579783597,1.204119983,1.322219295,2.204119983,1.716003344,1.491361694,0.875061263,0.819543936,2.716003344,-0.004364805,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.22184875,1.204119983,0.041392685,-0.30980392,-0.30980392,-0.30980392,-0.30980392,0.389166084,0.389166084,0.079181246,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,0,0.439332694,0.389166084,0
WG124-SW-WEST-06242021,North,6/24/2021 0:00,,6.78,0.1547,0.46,0.011811024,13,27,9.6,38,13,19,130,48,25,5.3,7.3,440,1.8,1.3,0.5,0.5,0.5,0.5,0.5,0.6,11,0.5,0.5,0.5,0.5,0.5,2.55,2.55,2.1,1.8,0.57,0.53,0.79,2.3,2.2,1.1,1,2.85,2.55,2,819.79,1.113943352,1.431363764,0.982271233,1.579783597,1.113943352,1.278753601,2.113943352,1.681241237,1.397940009,0.72427587,0.86332286,2.643452676,0.255272505,0.113943352,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,1.041392685,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.322219295,0.255272505,-0.244125144,-0.27572413,-0.102372909,0.361727836,0.342422681,0.041392685,0,0.45484486,0.40654018,0.301029996
WG125-SW-SPILL-06242021,Spill,6/24/2021 0:00,,6.65,0.1489,2.8,0.011811024,34,74,0.5,0.5,0.5,52,160,110,150,0.5,0.5,480,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,140,0.5,0.5,0.5,0.5,0.5,2.6,2.6,87,94,25,40,35,130,130,0.5,1.05,2.9,64,110,1933.75,1.531478917,1.86923172,-0.301029996,-0.301029996,-0.301029996,1.716003344,2.204119983,2.041392685,2.176091259,-0.301029996,-0.301029996,2.681241237,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,2.146128036,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,1.939519253,1.973127854,1.397940009,1.602059991,1.544068044,2.113943352,2.113943352,-0.301029996,0.021189299,0.462397998,1.806179974,2.041392685
WG126-SW-EAST-06242021,South,6/24/2021 0:00,,6.88,0.1388,2.38,0.011811024,36,58,30,0.5,0.5,34,150,83,130,0.5,0.5,450,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,120,0.5,0.5,0.5,0.5,0.5,2.55,2.55,70,100,20,24,29,130,130,0.5,1,2.85,2.55,77,1691.6,1.556302501,1.763427994,1.477121255,-0.301029996,-0.301029996,1.531478917,2.176091259,1.919078092,2.113943352,-0.301029996,-0.301029996,2.653212514,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,2.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,1.84509804,2,1.301029996,1.380211242,1.462397998,2.113943352,2.113943352,-0.301029996,0,0.45484486,0.40654018,1.886490725
WG127-SW-HEAD-06242021,Head,6/24/2021 0:00,,7.66,0.1855,6.25,0.011811024,37,100,48,0.5,67,73,240,0.9,190,0.5,0.5,500,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,280,0.5,0.5,0.5,0.5,0.5,2.55,2.55,100,140,45,49,50,200,190,87,1,2.85,2.55,110,2526.5,1.568201724,2,1.681241237,-0.301029996,1.826074803,1.86332286,2.380211242,-0.045757491,2.278753601,-0.301029996,-0.301029996,2.698970004,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,2.447158031,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,2,2.146128036,1.653212514,1.69019608,1.698970004,2.301029996,2.278753601,1.939519253,0,0.45484486,0.40654018,2.041392685
WG130-SW-WEST-06252021,North,6/25/2021 0:00,,6.8,0.1485,0.28,0,11,27,8.8,34,11,18,110,44,19,4.1,6.1,390,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.6,8.6,0.5,0.5,0.5,0.5,0.5,2.5,2.5,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.8,2.5,1,715.8,1.041392685,1.431363764,0.944482672,1.531478917,1.041392685,1.255272505,2.041392685,1.643452676,1.278753601,0.612783857,0.785329835,2.591064607,0.041392685,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.934498451,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.397940009,0.397940009,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.447158031,0.397940009,0
WG131-SW-SPILL-06252021,Spill,6/25/2021 0:00,,6.75,0.1459,0.3,0,10,26,8.5,30,11,18,110,41,17,4.4,6.1,390,1.3,0.5,0.5,0.5,0.5,0.5,0.5,0.6,6.7,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.6,1.05,703.65,1,1.414973348,0.929418926,1.477121255,1.041392685,1.255272505,2.041392685,1.612783857,1.230448921,0.643452676,0.785329835,2.591064607,0.113943352,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.826074803,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.414973348,0.021189299
WG132-SW-EAST-06252021,South,6/25/2021 0:00,,6.86,0.1413,0.86,0,10,26,8.6,32,12,17,120,44,20,4.8,6.3,400,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.6,8.4,0.5,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,733.5,1,1.414973348,0.934498451,1.505149978,1.079181246,1.230448921,2.079181246,1.643452676,1.301029996,0.681241237,0.799340549,2.602059991,0.041392685,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.924279286,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
WG133-SW-HEAD-06252021,Head,6/25/2021 0:00,,7.73,0.1846,6.82,0,12,30,15,36,18,21,180,55,30,7.4,8.1,640,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.65,15,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.95,2.6,1.05,1092.15,1.079181246,1.477121255,1.176091259,1.556302501,1.255272505,1.322219295,2.255272505,1.740362689,1.477121255,0.86923172,0.908485019,2.806179974,-0.045757491,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.187086643,1.176091259,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.469822016,0.414973348,0.021189299
WG137-SW-WEST-06302021,North,6/30/2021 0:00,,7,0.1458,1.06,,1.1,0.6,0.5,0.5,0.5,0.8,0.8,0.9,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,1,0.5,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,33,0.041392685,-0.22184875,-0.301029996,-0.301029996,-0.301029996,-0.096910013,-0.096910013,-0.045757491,0,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
